name,short_description,size,url,price,category1,category_ids
Chianti Classico DOCG Fattoria Tregole 2008,"Classic cherry and spice perfume, firm tannins, and crisp acidity typical of sangiovese; well balanced by the concentrated sour cherry and complex truffle and spice aromas.",75cl,http://www.amathusdrinks.com/chianti-classico-docg-fattoria-tregole-2008.html,7.99,wines,"7,9,138,675"
Chianti Classico Riserva Fattoria Tregole 2007,"Intense truffle, spice, cherry and redcurrant aromas; full body with grippy, well integrated tannins; and crisp acidity work well with the complex flavour profile which continues on the long finish.",75cl,http://www.amathusdrinks.com/chianti-classico-riserva-fattoria-tregole-2007.html,16.99,wines,"7,9,138,675"
Pedroncelli Bushnell Single Vineyard Zinfandel 2007,"""Very fragrant nose of ripe raspberres and sweet black pepper followed by spicy, black fruit compote intensity on the palate. Structured, rounded and full in the mouth, this wine has a long, lingering finish laced with slight toasted oak undertones.""",75cl,http://www.amathusdrinks.com/pedroncelli-dry-creek-valley-zinfandel-2007.html,7.49,Wine,"7,9,197,381"
Pedroncelli Friends Red Sonoma County 2008,"""Opulent sweet black cassis and plum on the nose, with great vanilla and mocha aromas developing. Intense rich palate, with soft tannins and great balance."" ",75cl,http://www.amathusdrinks.com/friends-red-sonoma-county-red-wine-2008.html,5.89,Wine,"7,9,197,381"
Idiom Zinfandel 2006,"Tasting Note: ""A succulent and aromatic wine with waves of blueberry, rosemary, bay leaf and spice. Medium bodied with a mouth filling and long lingering aftertaste. Abundant flavours with exciting potential for food matching.""",75cl,http://www.amathusdrinks.com/idiom-zinfandel-2006.html,14.13,Wine,"7,9,197,383"
Pesquera Tinto Crianza 2004,"Tasting Note: ""Perfumed red berry generous wine, rich spice and vanilla developing on the palate”",75cl,http://www.amathusdrinks.com/pesquera-tinto-crianza-2004.html,13.72,Wine,"7,9,206"
Castrijo Rioja Crianza 2005,"Tasting Note: ""The Crianza has a great fruit driven nose, with fresh plums and raspberries dominating however on the palate the typical cigar, cranberry and vanilla flavours take over, balancing well with the rounded tannins and high acidity. A modern take on a Rioja but still retaining the classic structure and flavours.""",75cl,http://www.amathusdrinks.com/castrijo-rioja-crianza-2005.html,5.7,Wine,"7,9,206,485"
Castrijo Rioja Reserva 2004,"Tasting Note: ""The reserve is an elegant and complex wine. There are aromas of redcurrants, plums, bitter vanilla and black truffles which continue on the palate and are supported well by large soft tannins and crisp acidity. There is a long appetisingly sour cranberry and tobacco finish.""",75cl,http://www.amathusdrinks.com/castrijo-rioja-reserva-2002.html,7.45,Wine,"7,9,206,485"
Al Sur Tempranillo Cabernet Sauvignon 2009,"Tasting Note:  ""Rich blackberry and strawberry aromas blended with some vanilla give a great ripe feel on the nose. These juicy berry flavours continue on the palate and balance well with soft tannins and medium acidity. A good fruit driven finish.""",75cl,http://www.amathusdrinks.com/alsur-tempranillo-cabernet-sauvignon-2009.html,4.33,Wine,"7,9,206,521"
Terrazas Malbec Reserva 2006,,75cl,http://www.amathusdrinks.com/terrazas-malbec-reserve-2006.html,9.15,Wine,"7,9,22"
Carla Chiaro Malbec Réserve 2007,,75cl,http://www.amathusdrinks.com/carla-chiaro-malbec-reserve-2007.html,5.89,Wine,"7,9,22,296"
Latitud 34 Malbec 2010,"Tasting Note: ""The flagship wine for Carelli, this Malbec does not disappoint. Great plum and cranberry perfume with some good spice and leafy secondary characters. Soft but plentiful tannins work well with the acidity and depth of fruit flavour on the palate, making the wine very drinkable, with or without food!""
",75cl,http://www.amathusdrinks.com/latitud-34-malbec-2010.html,4.89,Wine,"7,9,22,437"
Archeo Primitivo Salento IGT 2008,"Tasting Note: “Intense dark ruby colour, black cherry flavours mixed with cinnamon and black pepper spice. Chunky generous tannin balance the intense rich plum and mocha flavours well.”",,http://www.amathusdrinks.com/archeo-primitivo-salento-igt-2008.html,5.09,Wine,"7,9,279,463"
Miguel Torres Santa Digna Carmenère 2009," ""Cherry red colour and a spicy redcurrant and plum aroma. Great soft tannins and plenty of red fruit flavours and great spicy finish.""",75cl,http://www.amathusdrinks.com/miguel-torres-santa-digna-carmenere-2009.html,6.04,Wine,"7,9,303"
Idiom 900 Series: South African Red,,75cl,http://www.amathusdrinks.com/idiom-900-series-red.html,24.99,,"7,9,383"
Mas de Bazán Bobal Crianza 2006,"""A deep crimson colour. Full bodied red wine with great berry aromas, liquorice, spice and cassis developing. The intense black fruit and spice on the palate is well balanced by sweet vanilla and well structured tannins. Very long spicy finish.”",75cl,http://www.amathusdrinks.com/mas-de-bazan-bobal-crianza-2006.html,7.74,Wine,"7,9,391"
Domaine La Barbotaine Sancerre Rouge 2009,,,http://www.amathusdrinks.com/domaine-la-barbotaine-sancerre-rouge-2009.html,9.53,Wine,"7,9,421"
"Les Armoiries Rouge, Côtes Du Rhône 2008 ",,37.5cl,http://www.amathusdrinks.com/les-armoiries-rouge-cotes-du-rhone-2008.html,3.06,Wine,"7,9,441"
Govone Barbera D'Asti DOCG 2008,"Tasting Note:  “Red cherry nose, high acidity and white pepper spice all help together with soft dusty tannins and very balanced moderate alcohol.  A classic expression of the pure fruity barbera grape.”
",,http://www.amathusdrinks.com/ter-sab-barbera-d-asti-docg-2008.html,4.83,Wine,"7,9,471"
Febe Montepulciano d'Abruzzo DOC,"“Black cherry and plum aromas, with fresh acidity, chunky tempting tannins, and great depth of flavour on the palate; vanilla and maraschino cherry on the finish”",75cl,http://www.amathusdrinks.com/febe-montepulciano-d-abruzzo-doc.html,4.95,Wines,"7,9,662"
Krug Vintage Brut 1998,,75cl,http://www.amathusdrinks.com/krug-vintage-brut-1998.html,147.47,,"72,75"
