productid	name	brand	offerid	category	description	price	image	url	availability	shipping	special	expirationdate	oldprice
386	Finca La Cruz Reserva Tinto - 2001	Fernando Castro	A-ES164402	Rotwein|Spanien	Ein Klasse-Rotwein der 12 Monate in französischen und amerikanischen Eichenholzfässern reift. Flascheninhalt: 0,75 ltr. Die Region: Valdepenas Charakter: In der Nase schöne würzige und mineralische Noten; im Glas schimmert ein an Schwarzkirschen erinnerndes Rot. Ein Reserva mit Biss, gefällt im Mund durch seine lebendige Säurestruktur und angenehme Röstaromen, harmonisch, ausgewogen. Rebsorte: 100% Tempranillo Das Weingut: 1850 gegründet, gehört Bodegas Fernando Castro seit Generationen zu den bekannten und führenden Erzeugeradressen der bekannten spanischen Weinbauregion Valdepeñas. Geschätzt wird die Kellerei, die heute von Fernando Castro Jr. geführt wird, für ihre langlebigen Reservas und Gran Reservas aus Spaniens Edelrebsorte Tempranillo, die in unterirdischen Kellern über viele Jahre reifen. Sie bestechen und überraschen immer wieder vor allem durch das sehr gute Preis-/Leistungsverhältnis. Mehr als 190 ha eigene Weinberge auf vorrangig Kalkböden stehen heute bei Bodegas Fernando Castro unter Ertrag. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	5.45	http://www.a-vino.de/images/finca_la_cruz_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=386	ab Lager	0.00			
387	Finca La Cruz Gran Reserva Tinto - 2000	Fernando Castro	A-ES164403	Rotwein|Spanien	Ein lebendiger Gran Reserva. Flascheninhalt: 0,75 ltr. Die Region: Valdepenas Charakter: Angenehmes, immer noch brillantes Kirschrot; marmeladige Nase mit Aromen von schwarzen Früchten und einem Hauch von Zimt und Nelke, feine Holznote; ähnliche Noten finden sich auch im weichen, eleganten Geschmack wieder. Rebsorte: 100% Tempranillo Das Weingut: 1850 gegründet, gehört Bodegas Fernando Castro seit Generationen zu den bekannten und führenden Erzeugeradressen der bekannten spanischen Weinbauregion Valdepeñas. Geschätzt wird die Kellerei, die heute von Fernando Castro Jr. geführt wird, für ihre langlebigen Reservas und Gran Reservas aus Spaniens Edelrebsorte Tempranillo, die in unterirdischen Kellern über viele Jahre reifen. Sie bestechen und überraschen immer wieder vor allem durch das sehr gute Preis-/Leistungsverhältnis. Mehr als 190 ha eigene Weinberge auf vorrangig Kalkböden stehen heute bei Bodegas Fernando Castro unter Ertrag. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.25	http://www.a-vino.de/images/finca_la_cruz_gran_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=387	ab Lager	0.00			
540	Borgo di Colloredo - Biferno Rosso Gironia - 2003	Borgo di Colloredo	A-IT141401	Rotwein|Italien	Eine sehr gelungenes Zusammenspiel zwischen der Montepulciano- und der edlen Aglianico-Rebe Flascheninhalt: 0,75 ltr. Charakter: Steht mit seinen granatroten Reflexen und seiner rubinroten Farbe toll im Glas. Besticht durch seine Aromen von Kirschen und Pflaumen sowie Tabak und süßen Gewürzen. Er präsentiert sich am Gaumen sehr vollmundig und harmonisch und bettet seine Tannien sehr weich ein. Die ideale Empfehlung zu Wildgerichten oder als Begleiter von würzigem Käse. Rebsorte: Montepulciano 75%, Aglianico 25 % Das Weingut: Die Brüder Enrico und Pasquale führen in dritter Generation die mehr als 50-jährige Weinbautradition der Familie Di Giulio fort. Enrico ist Önologe und zuständig für die Weinberge, Pasquale überwacht die Herstellung der Weine mit größter Kompetenz. Das Weingut Cantine Borgo di Colloredo auf den Hügeln der erst seit 1963 eigenständigen Region Molise liegt im Landesinneren und wird durch die Nähe zur Adria positiv beeinflusst. Die D.O.C. Biferno ist eine der drei klassifizierten Weinbaugebiete der Molise, die zusammen gerade mal 5% der gesamten Produktion ausmachen. Ähnlich wie in den Abruzzen spielt bei den Rotweinen die Montepulciano-Traube die Hauptrolle. Im -Biferno Rosso- wird sie eindrucksvoll ergänzt dirch die edle Aglianico-Rebe, die dem Wein Struktur und Festigkeit gibt. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	10.90	http://www.a-vino.de/images/biferno_rosso_gironia.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=540	ab Lager	0.00			
390	Astrales - 2005	Los Astrales	A-ES152801	Rotwein|Spanien	15 Monate in französischer Allier-Eiche gereift. Seit Parkers Bewertung eine Rarität (Verfügbarkeit bitte Anfragen) Flascheninhalt: 0,75 ltr. Charakter: Beeindruckender Rotwein, modern gemacht; konzentriert, elegant; komplexes Bukett mit Aromen von schwarzen Waldbeeren, Tabak, Kakao und fein getoastetem Holz; im Mund sehr weich und geschmeidig; im Glas schimmert ein tiefes Purpurrot. Feiner, ausbalancierter Holzeinsatz; nachhaltiger, facettenreicher Abgang. Rebsorte: 100 % Tempranillo Region: Ribera del Duero Das Weingut: Dass in Spaniens Renommier-D.O. Ribera del Duero noch Entdeckungen zu machen sind, beweist Los Astrales. Pbwohl dort von Anfang an nur der Astrales Tinto erzeugt wird, hat das 2001er -Debüt neugierig gemacht und immerhin stolze 93 Punkte von Robert Parker erhalten. Wer oder was verbirgt sich hinter dem Ende 2000 initiierten Projekt Los Astrales? Da ist zum einen die Familie Romera de la Cruz, die bereits in der dritten Generation Weinbau in dem kleinen Ort Anguix betreibt. Sie sind bodenständige Weinbauern, die Respekt vor der Natur besitzen und ihren Besitzstand seit Jahrzehnten hegen und pflegen. Ihnen gehören 15 ha Weinberge mit Tinto-Fino-Rebstöcken (Tempranillo), die zwischen 20 und 70 Jahre alt sind, von denen derzeit aber nur 9 ha genutzt werden. Sie verteilen sich auf mehrere Lagen, die auf so klangvolle Namen wie La Cañada, El Val und Los Astrales hören. Los Astrales ist aber auch ein Projekt der Brüder Eduardo und Alberto García: Während sich ersterer als Önologe um den Astrales Tinto kümmert, sorgt letzterer für die Vermarktung des nur in kleiner Menge aufgelegten Rotweins. Zusammen mit der Familie Romera de la Cruz haben die Brüder in den Aufbau einer eigenen kleinen Kellerei investiert und weitere 14 ha Weinberge wurden zudem neu angepflanzt. Der Astrales Tinto ist und wird ein rebsortenreiner Tempranillo bleiben. Im Weinberg und im Keller setzen die Erzeuger lediglich natürliche Hilfsmittel ein und ansonsten ganz auf die Kraft des Bodens und der tief verwurzelten Rebstöcke. Wer beim Namen García gestolpert ist: Eduardo und Alberto sind die Söhne des legendären Mariano García, dem früheren Weinmacher von Vega Sicilia, mit dem sie zusammen als Trio Bodegas Mauro betreiben. Die beiden Brüder legen aber Wert auf die Feststellung, dass Los Astrales ein ganz eigenes Ding ist, das sie ohne Hilfe des berühmten Vaters mit der Familie Romera de la Cruz führen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	29.95	http://www.a-vino.de/images/astrales.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=390	ab Lager	0.00			
394	Finca la Estacada Envejecido 6 Meses en Barrica -2006	Finca la Estacada	A-ES454801	Rotwein|Spanien	Ein Klasse-Rotwein der 6 Monate in französischen und amerikanischen Eichenholzfässern reift. Flascheninhalt: 0,75 ltr. Die Region: Castilla Charakter:Kirschrote Farbe mit Purpurreflexen; reichhaltiges Bukett mit Aromen reifer Früchte (Brombeeren, Pflaumen) und dezente Noten von neuem Holz, Würzaromen; im Mund fleischig, zupackend und doch elegant, im mittellangen Abgang leicht süßliche Tannine. Rebsorte: 100% Tempranillo Das Weingut: Die 2001 gegründete Kellerei Finca la Estacada hat ihren Sitz in Cuenca, knapp außerhalb der D.O. La Mancha, zwischen den Städten Madrid und Valencia angesiedelt. Im Zentrum von knapp 238 ha Weinbergen gelegen, hat sich die Besitzerfamilie Cantarero-Rodriguez dort den Traum vom eigenen, Chateau-artigen Weingut erfüllt. Tempranillo, Cabernet Sauvignon, Syrah, Merlot und Mazuelo bilden die Basis des Rebsortenspiegels, wobei mit 106 ha die dort Cencibel genannte Tempranillo-Traube den Löwenanteil hält; alle Reben wachsen hier überwiegend auf Kalksandsteinböden. Geerntet wird grundsätzlich per Hand, um eine bessere Selektion des Rebgutes zu erreichen. Für den Ausbau der Weine stehen zur Zeit ca. 2.500 Barriques aus französischer und amerikanischer Eiche bereit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.25	http://www.a-vino.de/images/estacada_6.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=394	ab Lager	0.00			
395	Finca la Estacada Envejecido 12 Meses en Barrica -2004	Finca la Estacada	A-ES454802	Rotwein|Spanien	Ein Klasse-Rotwein der 12 Monate in französischen und amerikanischen Eichenholzfässern reift. Flascheninhalt: 0,75 ltr. Die Region: Castilla Charakter:Im Glas brilliert ein tiefes Kirschrot mit violetten Rändern; intensive, konzentrierte Nase reifer Brombeeren und Pflaumen, Noten vom gelungenen Ausbau in neuem Barriques; kraftvoll und subtil im Geschmack, eleganter Abgang mit weichen Tanninen. Rebsorte: 100% Tempranillo Das Weingut: Die 2001 gegründete Kellerei Finca la Estacada hat ihren Sitz in Cuenca, knapp außerhalb der D.O. La Mancha, zwischen den Städten Madrid und Valencia angesiedelt. Im Zentrum von knapp 238 ha Weinbergen gelegen, hat sich die Besitzerfamilie Cantarero-Rodriguez dort den Traum vom eigenen, Chateau-artigen Weingut erfüllt. Tempranillo, Cabernet Sauvignon, Syrah, Merlot und Mazuelo bilden die Basis des Rebsortenspiegels, wobei mit 106 ha die dort Cencibel genannte Tempranillo-Traube den Löwenanteil hält; alle Reben wachsen hier überwiegend auf Kalksandsteinböden. Geerntet wird grundsätzlich per Hand, um eine bessere Selektion des Rebgutes zu erreichen. Für den Ausbau der Weine stehen zur Zeit ca. 2.500 Barriques aus französischer und amerikanischer Eiche bereit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.95	http://www.a-vino.de/images/estacada_12.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=395	ab Lager	0.00			
396	Finca la Estacada Seleccion Varietalis - 2004	Finca la Estacada	A-ES454803	Rotwein|Spanien	Ein Klasse-Rotwein der 18 Monate in französischen und amerikanischen Eichenholzfässern reift. Flascheninhalt: 0,75 ltr. Die Region: Castilla Charakter: Dichtes Kirschrot mit rubinroten Reflexen. Komplexe, vielschichtige Nase mit Noten von Kaffee, Likör, Zedernholz, schwarzer Brombeermarmelade, Aromen von Eukalyptus und Rosmarin. Am Gaumen delikat mit lang anhaltendem Abgang und weichen Tanninen. Eine beeindruckende Cuvée, ein Festtagsbegleiter. Rebsorte: 45% Tempranillo, 20% Cabernet Sauvignon, 15% Merlot, 15% Syrah, 5% Mazuelo Das Weingut: Die 2001 gegründete Kellerei Finca la Estacada hat ihren Sitz in Cuenca, knapp außerhalb der D.O. La Mancha, zwischen den Städten Madrid und Valencia angesiedelt. Im Zentrum von knapp 238 ha Weinbergen gelegen, hat sich die Besitzerfamilie Cantarero-Rodriguez dort den Traum vom eigenen, Chateau-artigen Weingut erfüllt. Tempranillo, Cabernet Sauvignon, Syrah, Merlot und Mazuelo bilden die Basis des Rebsortenspiegels, wobei mit 106 ha die dort Cencibel genannte Tempranillo-Traube den Löwenanteil hält; alle Reben wachsen hier überwiegend auf Kalksandsteinböden. Geerntet wird grundsätzlich per Hand, um eine bessere Selektion des Rebgutes zu erreichen. Für den Ausbau der Weine stehen zur Zeit ca. 2.500 Barriques aus französischer und amerikanischer Eiche bereit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	13.40	http://www.a-vino.de/images/estacada_seleccion.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=396	ab Lager	0.00			
398	Marques de Grinon - Summa Varietalis Tinto - 2003/2004	Marques de Grinon	A-ES180104	Rotwein|Spanien	Aussergewöhnlicher Tropfen ... eine Hommage an den Vater. Der Summa Varietalis ist der erste Wein aus der Hand von Falcos Tochter Xandra - und er ist ein bischen wie sie: smart, charmant, modern und mit dem Touch des Besonderen, insgesamt ein sehr femininer Weintyp. Flascheninhalt: 0,75 ltr. Region: Dominio de Valdepusa Charakter:Tiefes Rubinrot. Elegante, intensive und vielschichtige Nase mit Pfeffer-, Nelken-, Rauch- und dunklen Beerenaromen. Am Gaumen ist er dicht und saftig mit Aromen roter Waldfrüchte, mineralische und pikante Noten. Ein komplexer Wein mit reifer Frucht, weichen Tanninen. Markanter, fruchtiger Abgang. Rebsorte: Cabernet Sauvignon, Syrah, Petit Verdot Alkohol: 14,00% Säure: 4,4 g/l Restzucker: 2,20 g/l Fassreife: 12 Monate in französischer Nevers- und Allier-Eiche Das Weingut Seit Parkers 95er Ritterschlag mit fünf Spitzenbewertungen genießen Carlos Falcós Weine große Beachtung. Zusammen mit seinem langjährigen Weinmacher Julio Lopez realisiert er in Malpica de Tajo, 50 km von Toledo entfernt gelegen, die vorzüglichen Dominio-de-Valdepusa-Estate-Weine. Unter Ertrag stehen 45 ha Rebstöcke mit Cabernet Sauvignon, Syrah, Petit Verdot und Merlot. Drei bis sechs Wochen dauert die Skin-Maceration voll ausgereifter Trauben. Das Resultat sind intensive Tannine, dichte Farbe und Konzentration. Der Ausbau erfolgt grundsätzlich in französischen Eichenfässern, 1.000 Barriques stehen dafür im klimatisierten Barriquekeller zur Verfügung. Mit der Anpflanzung der im Bordeaux vergessenen Petit-Verdot-Traube, der von der Rhône stammenden Syrah-Traube und den daraus erzeugten Weinen schuf der 69-jährige Carlos Falcó den Grundstein für seine Rotweine ("Ein moderner Aristokrat, der nicht müde wird, seine Ideen in die Tat umzusetzen.", Friedhelm Mühleib, Alles über Wein 1/2005). Mit der aus Cabernet Sauvignon, Syrah und Merlot erzeugten Cuvée Dominio de Valdepusa Eméritus krönt der Weinadlige sein Lebenswerk: das Beste von drei Rebsorten in einem opulenten Wein. Vor drei Jahren wurde der Dominio de Valdepusa die Ehre zuteil, als erste Einzellage Spaniens den Status einer D.O. verliehen zu bekommen: D.O. Dominio de Valdepusa steht seit dem Jahrgang 2002 auf den Flaschen der Pagos de Familia de Marqués de Griñón. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	17.85	http://www.a-vino.de/images/summa_varietalis.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=398	ab Lager	0.00			
399	Castillo de Clavijo - Tempranillo 2005/2006	Criadores de Rioja	A-ES103604	Rotwein|Spanien	8 Monate in Holzfässer (amerikanische Eiche) gereift. Flascheninhalt: 0,75 ltr. Charakter: (Wilde) Brombeeren in einer wunderschönen Nase, die durch dezente Noten vom Fassausbau ergänzt werden; brillantes Rubinrot im Glas; weich und saftig am Gaumen, gut eingebundenes Holz, würzig, balsamische Noten, viel Frucht. Rebsorte: 100 % Tempranillo Region: Rioja Das Weingut: Das kleine Wunder eines großen Weines etsteht im Zusammenspiel zwischen der Natur und Menschen, die ihr Wissen, ihr Know-how und ihre Erfahrung einbringen. So ist Criadores de Rioja ein Projekt von Menschen, die mit dem Weinbau groß geworden sind und ein gemeinsames Ziel haben: den Anbau, die Erzeugung und die Reifung von Weinen aus dem Iregua-Tal. Die Böden sind ihr größtes Kapital, und hier in den knapp 350 ha eigenen Weinbergen beginnt die ökologischen Standards folgende sorgfältige Pflege und Selektion der Reben, d. h. Rebschnitt, Düngung sowie Maßnahmen, die dem Pflanzenschutz dienen, die Weinernte und schließlich die Qualität der Reben, wenn die Ernte zur Verarbeitung in die Kellerei eingefahren wird. Obwohl die Kellerei noch recht jung ist (gegründet 1999), verfügen die Eigentümer, die Familie Vivanco, über langjährige Erfahrung, gelten sie doch als das größte Handelshaus für Rioja-Weine. Aus dieser Erfahrung rührt auch die Intension der Weinmacher und Önologen, jeden Jahrgang anders zu behandeln, jeden Wein individuell zu vermählen. Gut erkennbar wird dies bei einem Blick auf die teilweise unterschiedlichen Cuvées der einzelnen Weine. Die Weinberge der Criadores de Rioja sind von einer einzigartigen, für den Weinbau geradezu prädestinierten Landschaft umgeben: Im Norden grenzt das Gebiet an den Ebro und die Stadt Logroño und im Süden an das Islallana- und Laturce-Massiv. An den Ausläufern des Laturce liegt, am Fuße eines massiven Felsens, Clavijo, das von einer mittelalterlichen Burg, dem "Castillo de Clavijo" überragt wird. An diesem legendären Ort überlagern sich historisch verbürgte Ereignisse und zahlreiche Legenden: Das Kastell von Clavijo war im Mittelalter Schauplatz von großen Schlachten und Heldentaten. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	5.95	http://www.a-vino.de/images/clavio_tempranillo.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=399	ab Lager	0.00			
400	Castillo de Clavijo - Crianza 2004	Criadores de Rioja	A-ES103605	Rotwein|Spanien	12 Monate in Holzfässer (amerikanische Eiche) gereift. Flascheninhalt: 0,75 ltr. Charakter: Dichtes, tiefes Kirschrot mit violetten Reflexen am Rand. Im Bukett ein ganzer Strauss von Aromen, Waldfrüchte und angenehme Vanilletöne; im Mund weich und rund, voller Geschmack, feine Säurestruktur, Aromen reifer Früchte, Vanille, Würznoten. Gut ausbalanciert, körperreich, elegant im Abgang. Rebsorte: 90 % Tempranillo, 10% Garnacha Tinto Region: Rioja Das Weingut: Das kleine Wunder eines großen Weines etsteht im Zusammenspiel zwischen der Natur und Menschen, die ihr Wissen, ihr Know-how und ihre Erfahrung einbringen. So ist Criadores de Rioja ein Projekt von Menschen, die mit dem Weinbau groß geworden sind und ein gemeinsames Ziel haben: den Anbau, die Erzeugung und die Reifung von Weinen aus dem Iregua-Tal. Die Böden sind ihr größtes Kapital, und hier in den knapp 350 ha eigenen Weinbergen beginnt die ökologischen Standards folgende sorgfältige Pflege und Selektion der Reben, d. h. Rebschnitt, Düngung sowie Maßnahmen, die dem Pflanzenschutz dienen, die Weinernte und schließlich die Qualität der Reben, wenn die Ernte zur Verarbeitung in die Kellerei eingefahren wird. Obwohl die Kellerei noch recht jung ist (gegründet 1999), verfügen die Eigentümer, die Familie Vivanco, über langjährige Erfahrung, gelten sie doch als das größte Handelshaus für Rioja-Weine. Aus dieser Erfahrung rührt auch die Intension der Weinmacher und Önologen, jeden Jahrgang anders zu behandeln, jeden Wein individuell zu vermählen. Gut erkennbar wird dies bei einem Blick auf die teilweise unterschiedlichen Cuvées der einzelnen Weine. Die Weinberge der Criadores de Rioja sind von einer einzigartigen, für den Weinbau geradezu prädestinierten Landschaft umgeben: Im Norden grenzt das Gebiet an den Ebro und die Stadt Logroño und im Süden an das Islallana- und Laturce-Massiv. An den Ausläufern des Laturce liegt, am Fuße eines massiven Felsens, Clavijo, das von einer mittelalterlichen Burg, dem "Castillo de Clavijo" überragt wird. An diesem legendären Ort überlagern sich historisch verbürgte Ereignisse und zahlreiche Legenden: Das Kastell von Clavijo war im Mittelalter Schauplatz von großen Schlachten und Heldentaten. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.40	http://www.a-vino.de/images/clavio_crianza.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=400	ab Lager	0.00			
401	Castillo de Clavijo - Reserva 2001	Criadores de Rioja	A-ES103606	Rotwein|Spanien	14 Monate in amerikanischer und 6 Monate in französischer Limousin-Eiche. Flascheninhalt: 0,75 ltr. Charakter: Tiefdunkles Kirschrot; in der Nase deutlich spürbare Vanillearomen vom Ausbau in amerikanischer Eiche, begleitet von Röstaromen und Würznoten. Vollmundiger Geschmack, dominanter Körper, fleischig, saftig; der Abgang ist gut ausbalanciert mit reifen Früchten und deutlich schmeckbaren Tanninen. Rebsorte: 90 % Tempranillo, 10% Mazuelo Region: Rioja Das Weingut: Das kleine Wunder eines großen Weines etsteht im Zusammenspiel zwischen der Natur und Menschen, die ihr Wissen, ihr Know-how und ihre Erfahrung einbringen. So ist Criadores de Rioja ein Projekt von Menschen, die mit dem Weinbau groß geworden sind und ein gemeinsames Ziel haben: den Anbau, die Erzeugung und die Reifung von Weinen aus dem Iregua-Tal. Die Böden sind ihr größtes Kapital, und hier in den knapp 350 ha eigenen Weinbergen beginnt die ökologischen Standards folgende sorgfältige Pflege und Selektion der Reben, d. h. Rebschnitt, Düngung sowie Maßnahmen, die dem Pflanzenschutz dienen, die Weinernte und schließlich die Qualität der Reben, wenn die Ernte zur Verarbeitung in die Kellerei eingefahren wird. Obwohl die Kellerei noch recht jung ist (gegründet 1999), verfügen die Eigentümer, die Familie Vivanco, über langjährige Erfahrung, gelten sie doch als das größte Handelshaus für Rioja-Weine. Aus dieser Erfahrung rührt auch die Intension der Weinmacher und Önologen, jeden Jahrgang anders zu behandeln, jeden Wein individuell zu vermählen. Gut erkennbar wird dies bei einem Blick auf die teilweise unterschiedlichen Cuvées der einzelnen Weine. Die Weinberge der Criadores de Rioja sind von einer einzigartigen, für den Weinbau geradezu prädestinierten Landschaft umgeben: Im Norden grenzt das Gebiet an den Ebro und die Stadt Logroño und im Süden an das Islallana- und Laturce-Massiv. An den Ausläufern des Laturce liegt, am Fuße eines massiven Felsens, Clavijo, das von einer mittelalterlichen Burg, dem "Castillo de Clavijo" überragt wird. An diesem legendären Ort überlagern sich historisch verbürgte Ereignisse und zahlreiche Legenden: Das Kastell von Clavijo war im Mittelalter Schauplatz von großen Schlachten und Heldentaten. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	11.50	http://www.a-vino.de/images/clavio_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=401	ab Lager	0.00			
402	Castillo de Clavijo - Gran Reserva 1996	Criadores de Rioja	A-ES103607	Rotwein|Spanien	18 Monate in amerikanischer und 6 Monate in französischer Limousin-Eiche. Flascheninhalt: 0,75 ltr. Charakter:Für sein Alter besitzt der Gran Reserva ein noch als jugendlich zu bezeichnendes, dunkles Kirschrot. Das Aromenspektrum in der Nase wird angeführt von Noten von Vanille und reifen Früchten. Am Gaumen lässt sich eine lebendige Säurestruktur entdecken, weiche, deutlich schmeckbare Tannine ergänzen den ausbalancierten Abgang eines auch hier noch immer jung und frisch wirkenden Weins. Rebsorte: 90 % Tempranillo, 10% Mazuelo Region: Rioja Das Weingut: Das kleine Wunder eines großen Weines etsteht im Zusammenspiel zwischen der Natur und Menschen, die ihr Wissen, ihr Know-how und ihre Erfahrung einbringen. So ist Criadores de Rioja ein Projekt von Menschen, die mit dem Weinbau groß geworden sind und ein gemeinsames Ziel haben: den Anbau, die Erzeugung und die Reifung von Weinen aus dem Iregua-Tal. Die Böden sind ihr größtes Kapital, und hier in den knapp 350 ha eigenen Weinbergen beginnt die ökologischen Standards folgende sorgfältige Pflege und Selektion der Reben, d. h. Rebschnitt, Düngung sowie Maßnahmen, die dem Pflanzenschutz dienen, die Weinernte und schließlich die Qualität der Reben, wenn die Ernte zur Verarbeitung in die Kellerei eingefahren wird. Obwohl die Kellerei noch recht jung ist (gegründet 1999), verfügen die Eigentümer, die Familie Vivanco, über langjährige Erfahrung, gelten sie doch als das größte Handelshaus für Rioja-Weine. Aus dieser Erfahrung rührt auch die Intension der Weinmacher und Önologen, jeden Jahrgang anders zu behandeln, jeden Wein individuell zu vermählen. Gut erkennbar wird dies bei einem Blick auf die teilweise unterschiedlichen Cuvées der einzelnen Weine. Die Weinberge der Criadores de Rioja sind von einer einzigartigen, für den Weinbau geradezu prädestinierten Landschaft umgeben: Im Norden grenzt das Gebiet an den Ebro und die Stadt Logroño und im Süden an das Islallana- und Laturce-Massiv. An den Ausläufern des Laturce liegt, am Fuße eines massiven Felsens, Clavijo, das von einer mittelalterlichen Burg, dem "Castillo de Clavijo" überragt wird. An diesem legendären Ort überlagern sich historisch verbürgte Ereignisse und zahlreiche Legenden: Das Kastell von Clavijo war im Mittelalter Schauplatz von großen Schlachten und Heldentaten. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	15.50	http://www.a-vino.de/images/clavio_gran_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=402	ab Lager	0.00			
403	Monte Ducay Gran Reserva Pergamino - 2001	Bodegas San Valero	A-ES210803	Rotwein|Spanien	24 Monate in Holzfässer (amerikanische Eiche) gereift. Flascheninhalt: 0,75 ltr. Charakter: Trotz seiner langen Reife im Eichenfass verfügt der ziegelrote Gran Reserva im auffälligen Papiermantel noch immer über eine prägnante Säurestruktur. Im Bukett würzige Aromen von Zimt, sülichem Pfeifentabak und Vanille; am Gaumen elegant und samtig-weich mit vollem Körper. Rebsorte: 60 % Tempranillo, 30 % Garnacha, 10 % Carinena Region:Carinena Das Weingut: Die zu Aragonien gehörende D.O. Cariñena wurde 1960 klassifiziert, aber schon seit 1932 wird dort Wein nach gesetzlich festgelegten Kriterien erzeugt. Der Name der Region ist untrennbar mit dem der Kooperative von San Valero verbunden (1945 gegründet), die gut die Hälfte des gesamten Exports produziert. Etwa 1.000 Mitglieder gehören ihr an, unter Ertrag stehen ca. 5.500 ha Reben. Bereits frühzeitig hat man in Cariñena, wo vorrangig über Jahre fast nur Cariñena- und Garnacha-Tinta-Reben angebaut wurden, begonnen, eigene Versuche mit Neuanpflanzungen wie Tempranillo und Cabernet Sauvignon zu wagen. Ein Experiment, das sich gelohnt hat, wie die international erfolgreichen Verkaufszahlen der eleganten Cuvées aus den genannten Rebsorten beweisen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.25	http://www.a-vino.de/images/monte_ducay_gran_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=403	ab Lager	0.00			
404	Monte Ducay Reserva Pergamino - 2004	Bodegas San Valero	A-ES210802	Rotwein|Spanien	14 Monate in Holzfässer (amerikanische Eiche) gereift. Flascheninhalt: 0,75 ltr. Charakter: Verpackt in einer Papierhülle.Ein eleganter Reserva im Mund mit einer kompakten Säurestruktur und feinen Tanninen. Dichtes Rubinrot mit Purpurreflexen, in Mund und Nase dominieren Aromen dunkler Waldbeeren. Rebsorte: 60 % Tempranillo, 30 % Garnacha, 10 % Carinena Region:Carinena Das Weingut: Die zu Aragonien gehörende D.O. Cariñena wurde 1960 klassifiziert, aber schon seit 1932 wird dort Wein nach gesetzlich festgelegten Kriterien erzeugt. Der Name der Region ist untrennbar mit dem der Kooperative von San Valero verbunden (1945 gegründet), die gut die Hälfte des gesamten Exports produziert. Etwa 1.000 Mitglieder gehören ihr an, unter Ertrag stehen ca. 5.500 ha Reben. Bereits frühzeitig hat man in Cariñena, wo vorrangig über Jahre fast nur Cariñena- und Garnacha-Tinta-Reben angebaut wurden, begonnen, eigene Versuche mit Neuanpflanzungen wie Tempranillo und Cabernet Sauvignon zu wagen. Ein Experiment, das sich gelohnt hat, wie die international erfolgreichen Verkaufszahlen der eleganten Cuvées aus den genannten Rebsorten beweisen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.55	http://www.a-vino.de/images/monte_ducay_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=404	ab Lager	0.00			
